"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"40192","433","Sickle","","Liverpool Museum, 4612M","Hungary,Locality unknown","Hungary","47.162494","19.50330400000007","","None","None","None","145.5","blade 31","","106.31","Very dark green to brown.","Corroded in places (shaded patches)","blade 5","","","","Ornamented with notched ribs forming a rope pattern.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343962451","https://farm8.staticflickr.com/7728/18343962451_2b7a71d8bc_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40193","433","Sickle","","Pitt Rivers Museum, Farnham","Hungary,Label: Bronze sickle from Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","117","blade 38, 35; tang 19","","141.75","Green","Rough","6.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18156306049","https://farm9.staticflickr.com/8885/18156306049_7e188cd04e_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40194","433","SIckle","","Canterbury Museum, 2089,Copeland Collection","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","170","105","","129","Dark blackish green patina.","Smooth, traces of sand or clay earth mostly on the back.","5, 3.75, 4.25","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154654988","https://farm8.staticflickr.com/7731/18154654988_2a713dea62_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40195","433","Sickle","","Farnham Museum, Dorset","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","281","blade 60, tang 91","","340.2","Green","Rough","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719881234","https://farm9.staticflickr.com/8796/17719881234_2057c58af0_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40196","433","Sickle","","Farnham Museum, Dorset","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","243","50, 28, 30","","","Green","Rough","8","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316060746","https://farm1.staticflickr.com/361/18316060746_60c9342e0a_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40197","433","Socketed Knife","","Herts Cty. Mus., St. Albans,Ball Collection","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","291.5","blade 26, 34.5; socket 29.5","","212.61","No patina","Slightly pocked. British bronze colour.","blade 6; socket 15","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154654448","https://farm1.staticflickr.com/488/18154654448_7e67cfdeee_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40198","433","Knife","","Pitt Rivers Museum, Farnham","Hungary","Hungary","47.162494","19.50330400000007","","None","None","None","115","blade 5, 24, 20; tang 10","","28.35","Black","Smooth","blade 4","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338506962","https://farm8.staticflickr.com/7797/18338506962_aaabe2e6d3_m.jpg","superuser",19.5033,47.1625,"ForeignTools"
"40199","433","Chisel","","Pitt Rivers Museum, Farnham","Italy,Naples,Naples","Naples, Italy","40.8517746","14.268124400000033","","None","None","None","160","tang end 4","15","28.35","Patches of green","Rough dark bronze","","","","","Edge slightly indented","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719879524","https://farm1.staticflickr.com/335/17719879524_d466c7cdd0_m.jpg","superuser",14.2681,40.8518,"ForeignTools"
"40200","433","Double spiral pin","","Horniman Museum,Forest Hill, SE,Bought from G.F. Lawrence","Italy,Umbria,Lake Trasimeno","Lago Trasimeno, Province of Perugia, Italy","43.1295911","12.09468179999999","","None","None","None","70","top 30 x 15","","14.17","No patina","Very much encrusted, light green","","","","","A round stemmed pin","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342509195","https://farm8.staticflickr.com/7772/18342509195_954ac28675_m.jpg","superuser",12.0947,43.1296,"ForeignTools"
"40201","433","Razor","","Private Collection,E5591,1918,S.G. Fenton, Esq., 33 Cranbourn St. W.C.","Italy,Umbria,Orvieto","05018 Orvieto TR, Italy","42.7185068","12.110744599999975","","None","None","None","57","blade 39","","","Dirty dark green patina one side. Lighter on other side + soil stained.","Slightly rough","nearly 1 (flat)","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721840493","https://farm8.staticflickr.com/7735/17721840493_e49a9940e3_m.jpg","superuser",12.1107,42.7185,"ForeignTools"
"40202","433","Razor","","Private Collection,E5591,1925,S.G. Fenton, Esq., 33 Cranbourn Street, W.C.","Italy,Umbria,Orvieto","05018 Orvieto TR, Italy","42.7185068","12.110744599999975","","None","None","None","71","blade 22, 25","","","Dirty dark green, lighter on other side.","Very slight encrustment",".5 to .75 (flat)","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338506312","https://farm9.staticflickr.com/8892/18338506312_bec53ff05e_m.jpg","superuser",12.1107,42.7185,"ForeignTools"
"40203","433","Knife","","Pitt Rivers Museum, Farnham","Italy,Label: Bronze knife from Italy","Italy","41.87194","12.567379999999957","","None","None","None","118","blade 18; tang 12","","28.35","Black","Smooth","blade 5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154653498","https://farm8.staticflickr.com/7733/18154653498_104d4c37a9_m.jpg","superuser",12.5674,41.8719,"ForeignTools"
"40204","433","Knife","","Peabody Museum,16447,Harvard University,Cambridge, Mass.,Received December 1878,Collected by Clarence B. Moore","Italy,Rome,Rome","Rome, Italy","41.9027835","12.496365500000024","","None","None","None","130","blade 10","","","dark","somewhat encrusted","2 blade","","","","Reverse of blade is flat","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316059676","https://farm9.staticflickr.com/8863/18316059676_e71eed8cd3_m.jpg","superuser",12.4964,41.9028,"ForeignTools"
"40205","433","Knife","","Peabody Museum,3368,Harvard University,Cambridge, Mass.,Received by purchase 1868,Collected by G. de Mortillet","Italy","Italy","41.87194","12.567379999999957","","None","None","None","93","blade 21","","","dark, with green patches","","blade 3","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342508535","https://farm1.staticflickr.com/453/18342508535_30a3ca792b_m.jpg","superuser",12.5674,41.8719,"ForeignTools"
"40206","433","Knife","","Peabody Museum,3368,Harvard University,Cambridge, Mass.,Received by purchase 1868,Collected by G. de Mortillet","Italy","Italy","41.87194","12.567379999999957","","None","None","None","120","blade 24","","","rough green with dark smooth patch","","blade 4","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154764580","https://farm8.staticflickr.com/7739/18154764580_d45738a8c1_m.jpg","superuser",12.5674,41.8719,"ForeignTools"
"40207","433","Knife (tanged)","","Pitt Rivers Museum, Farnham","Italy,Tuscany,Chuisi,Label: Bronze knife from Chinisi, Italy","53043 Chiusi SI, Italy","43.0155186","11.94477489999997","","None","None","None","213","blade 15, 27; tang boss 15","","85.05","Green","Rough","6","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316059436","https://farm8.staticflickr.com/7771/18316059436_28a15eb5f6_m.jpg","superuser",11.9448,43.0155,"ForeignTools"
"40208","433","Socketed Knife","","Pitt Rivers Museum, Farnham","Italy,Label: Bronze knife, Italian","Italy","41.87194","12.567379999999957","","None","None","None","258","blade 12, 25; socket 20","","141.75","","Smooth dark bronze","socket 18","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154652718","https://farm8.staticflickr.com/7762/18154652718_e1b0727677_m.jpg","superuser",12.5674,41.8719,"ForeignTools"
"40209","433","Knife","","Pitt Rivers Museum, Farnham","Palestine,Plain of Sharon,Label","HaSharon, Israel","32.3235643","34.92860960000007","","None","None","None","115","blade 13","","14.17","","Smooth, dark bronze","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719878114","https://farm8.staticflickr.com/7780/17719878114_efb9a347e0_m.jpg","superuser",34.9286,32.3236,"ForeignTools"
"40210","433","Large Pin or Skewer?","","Geological Museum, Lisbon,No. 124 (alias 206)","Portugal,Estnemadura Transtagana,Palmella,Casal Parolo,Quinta do Anjo,3rd Grotto (Furna)","Quinta do Anjo, Portugal","38.5905448","-8.979746699999964","","None","None","None","170","head 30; tang 4","","","","","tang 4","","","Other objects from the 3rd Grotto include Beaker ware, necklaces of Callais beads + a large spool shaped bead with V-perforation.","Head nearly flat; tang square","E. Cartailhac, Ages Prehistoriques, Fig. 182,Aberg, Civiln. Eneol. Iberique, Fig. 76.1,V.G. Childe, Dawn of European Civilization (1925), pp. 11-8, Fig. 57, 2; scale erroneously given as ""1/2""; actually less than 1/2,Also Peake and Fessure[?], Merchant Venturers in Bronze, fig. 5 c, p. 17.","Cf. large bone pin from Casa da Moura, Cescarda (Catailhac, Fig. 116) with spatulate head.","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343959741","https://farm8.staticflickr.com/7799/18343959741_01c88f0d0f_m.jpg","superuser",-8.9797,38.5905,"ForeignTools"
"40211","433","Chisel","","Herts County Museum, St. Albans,Lent by Capt. J. H. Ball, RAF","Spain","Spain","40.46366700000001","-3.7492200000000366","","None","None","None","97","butt 7 1/4","5.5","28","No patina","Smooth - dark brown bronze colour","7 x 5.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338505302","https://farm8.staticflickr.com/7735/18338505302_c369074641_m.jpg","superuser",-3.7492,40.4637,"ForeignTools"
"40212","433","8 Awls","","Ex. R. W. Kennard's,Sotheby's Sale, 25-6.iii.30, Lot 43","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","31, 49, 60, 88, 40, 62, 61, 102","","","","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719877614","https://farm8.staticflickr.com/7774/17719877614_5c7f68e7b0_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40213","433","3 Awls with Spiral Bands","","ex R.W. Kennard's,Sotheby's Sale 25-6.iii.30, Lot 43","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","44, 60, 75","","","","","","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721838933","https://farm1.staticflickr.com/530/17721838933_1bbbc77cc2_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40214","433","Chisel","","Private Collection,F. Ransom, Esq., Hitchin","Switzerland,Zurich,Lake Zurich","Zurich, Switzerland","47.3686498","8.539182500000038","","None","None","None","128","middle 14; socket 23","10","127.56","No patina","Smooth. Dark bronze colour","middle 14.5; socket 23","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719877264","https://farm8.staticflickr.com/7743/17719877264_234d5c1c62_m.jpg","superuser",8.5392,47.3686,"ForeignTools"
"40215","433","Graver","","Private Collection,Professor Sir Lucas White-King, CSI, LLD, FSA,late of Roebuck Hall, Co. Dublin,Sold by Auction at Sotheby's 9.11.21, Lot 115","Switzerland,Swiss Lake Dwellings,Onnens,?Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","83","4.5, 5","","","Traces of light greyish green.","Smooth, dark golden bronze.","4.5","","","","This has 2 edges + is twisted slightly in its length. Square in section, with round edges.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721838633","https://farm8.staticflickr.com/7755/17721838633_1dd3284870_m.jpg","superuser",6.6864,46.8396,"ForeignTools"
"40216","433","Graver","","Private Collection,Professor Sir Lucas White-King, CSI, LLD, FSA,Late of Roebuck Hall, Co. Dublin,Sold by Auction at Sotheby's, 9.11.21, Lot 115","Switzerland,Swiss Lake Dwellings,Onnens,?Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","54.5","5","","","No patina","Smooth, dull dark brown colour - traces of earth","3,3.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343958991","https://farm1.staticflickr.com/300/18343958991_e2eb447dae_m.jpg","superuser",6.6864,46.8396,"ForeignTools"
"40217","433","Chisel","","Pitt Rivers Museum, Farnham","Switzerland,Neuchatel,Lake Neuchatel,Label","Lake Neuchâtel, Switzerland","46.9106751","6.872131800000034","","None","None","None","115","middle 8","4","7.08","","Smooth, bronze","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338504352","https://farm9.staticflickr.com/8765/18338504352_c285ff5355_m.jpg","superuser",6.8721,46.9107,"ForeignTools"
"40218","433","Chisel","","Peabody Museum,E2177,Harvard University,Cambridge, Mass.,Bequest of Prof. H. W. Haynes, 1912","Switzerland?","Switzerland","46.818188","8.227511999999933","","None","None","None","104","6.5","","","practically no patina","","6","","","","""Scalloped edges""","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719876534","https://farm8.staticflickr.com/7755/17719876534_44b785f348_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40219","433","Chisel","","Peabody Museum,E2177,Harvard University,Cambridge, Mass.,Bequest of Prof. H. W. Haynes, 1912","Switzerland?","Switzerland","46.818188","8.227511999999933","","None","None","None","70","5.5","","","Practically no patina","","5.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154762450","https://farm8.staticflickr.com/7771/18154762450_b542fea082_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40220","433","Socketed Chisel","","Peabody Museum,Harvard University, Cambridge, Mass.,Received by purchase 1871,Collected by Dr. Clement,6096","Switzerland,Friburg,Estavayer,Lake Dwelling","Estavayer-le-Lac, Switzerland","46.8466059","6.84688749999998","","None","None","None","110","socket 22","11","","","Natural, considerably discoloured","socket 25","","","","Fragment of hafting remains","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316057326","https://farm8.staticflickr.com/7753/18316057326_6e4acc0856_m.jpg","superuser",6.8469,46.8466,"ForeignTools"
"40221","433","Chisel","","Pitt Rivers Museum, Farnham,Label: Chisel Bough Apl. 20th, 1891","Switzerland,Lake Dwellings","Switzerland","46.818188","8.227511999999933","","None","None","None","105","socket 25","9","113.39","ochre","smooth","socket 24","","","","Edge smooth","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342506475","https://farm1.staticflickr.com/335/18342506475_3388a26c73_m.jpg","superuser",8.2275,46.8182,"ForeignTools"
"40222","433","Knife","","Private Collection,Professor Sir Lucas White-King, CSI, LLD, FSA,Late of Roebuck Hall, Co. Dublin,Sold by Auction at Sotheby's, 9.11.21, Lot 115","Switzerland,Swiss Lake Dwellings,Onnens,?Concise","Onnens, Switzerland","46.8396252","6.686404799999991","","None","None","None","141","blade 17.5; tang 6.5","","","Patina of brown bronze colour + over this, traces of a light grey patina.","Smooth","tang 3.5","","","","Splendidly preserved. Has a coppery appearance. Fairly sharp edge. Blade decorated on both sides (incised). Also along the back of blade.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154762020","https://farm1.staticflickr.com/285/18154762020_8b36c53a83_m.jpg","superuser",6.6864,46.8396,"ForeignTools"
"40223","433","Knife","","Peabody Museum, 5568,Harvard University,Cambridge, Mass.,Received by purchase 1871,Collected by Dr. Clement","Switzerland,Neuchatel,Lake Neuchatel,Corcelettes","Corcelettes, 1422, Switzerland","46.8206982","6.662332300000003","","None","None","None","151","blade 18.5","","","","Natural, considerably obscured by light verdigris.","1.5, 4, 6, 1","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719876074","https://farm1.staticflickr.com/352/17719876074_3bb58ec0d5_m.jpg","superuser",6.6623,46.8207,"ForeignTools"
"40224","433","Knife","","Peabody Museum, 5869,Harvard University,Cambridge, Mass.,Received by purchase, 1871,Collected by Dr. Clement","Switzerland,Neuchatel,Lake Neuchatel,Corcelettes","Corcelettes, 1422, Switzerland","46.8206982","6.662332300000003","","None","None","None","135","13 blade","","","","natural surface, discoloured with some incrusted breccia, or lime deposit (?)","near tang 7","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343957941","https://farm9.staticflickr.com/8873/18343957941_fd7a5f342d_m.jpg","superuser",6.6623,46.8207,"ForeignTools"
"40225","433","Knife","","Peabody Museum, 3388,Harvard University,Cambridge, Mass.,Received by purchase, 1868,Collected by G. de Mortillet","Switzerland,Neuchatel,Lake Neuchatel,Corcelettes","Corcelettes, 1422, Switzerland","46.8206982","6.662332300000003","","None","None","None","13","blade 18","","","","natural surface with slight encrustation at broad end","back 4; blade from about 3/4","","","","Blade is thin, tapering down from about 3/4mm","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18342505955","https://farm1.staticflickr.com/415/18342505955_58950857f6_m.jpg","superuser",6.6623,46.8207,"ForeignTools"
"40226","433","Knife","","Peabody Museum, 6035,Harvard University,Cambridge, Mass.,Received by purchase 1871,Collected by Dr. Clement","Switzerland,Neuchatel,Lake Neuchatel,Cortaillod","Cortaillod, Switzerland","46.94358","6.846270000000004","","None","None","None","85","blade 23","","","","Natural, with slight discoloration.","1","","","","At A. - the blade is folded over. Very thin.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154649848","https://farm8.staticflickr.com/7761/18154649848_d6a894917e_m.jpg","superuser",6.8463,46.9436,"ForeignTools"
"40227","433","Knife","","Peabody Museum,Harvard University,Cambridge, Mass.,Received by purchase, 1871,Collected by Dr. Clement,5865","Switzerland,Neuchatel,St. Aubin,Lake Dwelling","Saint-Aubin, Switzerland","46.88952","6.9807799999999816","","None","None","None","95","blade 12","","","","Natural. Somewhat rough.","5.5","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338503022","https://farm8.staticflickr.com/7797/18338503022_b9cbe61a69_m.jpg","superuser",6.9808,46.8895,"ForeignTools"
"40228","433","Knife","","Pitt Rivers Museum, Farnham","Switzerland,Neuchatel,Lake of Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","206","blade 15","","56.7","","smooth, bronze colour","blade 4","","","","Edge slightly indented","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719875314","https://farm1.staticflickr.com/445/17719875314_96be611a4b_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40229","433","Knife","","Sotheby's Sale, 19.11.24,813,Collection of W. J. Knowles, MRIA, of Flixton Place, Ballymena","Switzerland,Neuchatel,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","190","blade 18; tang 16, 8.5","","","Traces of black patina","Smooth, dark bronze","blade 4.5; tang 17, 11","","","","In very good preservation","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343957311","https://farm9.staticflickr.com/8792/18343957311_1f6542fb50_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40230","433","Knife","","Pitt Rivers Museum, Farnham","Switzerland,Neuchatel,Lake Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","190","blade 12","","28.35","Ochre colour","smooth","blade 5","","","","Edge slightly chipped","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18316055876","https://farm1.staticflickr.com/467/18316055876_0cb51c5297_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40231","433","Knife Blade","","Horniman Museum,Forest Hill, SE,Bought from Backhoner Collection","Switzerland,Neuchatel,Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","90","16, 19","","14.17","No patina","Smooth, brown + golden colour","2","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18338502312","https://farm9.staticflickr.com/8865/18338502312_0073582fe4_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40232","433","Knife","","Pitt Rivers Museum, Farnham","Switzerland,Neuchatel,Lake Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","199","blade 18, 19","","56.7","Ochre","Rough","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18343956741","https://farm9.staticflickr.com/8789/18343956741_873b05493f_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40233","433","Knife","","Pitt Rivers Museum, Farnham","Switzerland,Neuchatel,Lake of Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","137","blade 16; socket 11, 17","","28.35","","Rough dark bronze","socket 17","","","","Edge slightly indented","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/18154648978","https://farm9.staticflickr.com/8817/18154648978_37a0c9b90c_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40234","433","Knife","","Pitt Rivers Museum, Farnham","Switzerland,Neuchatel,Lake of Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","155","blade 13","","28.35","","Smooth dark bronze.","blade 7","","","","Edge slightly indented.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17719874384","https://farm8.staticflickr.com/7737/17719874384_7341ce35f1_m.jpg","superuser",6.9319,46.993,"ForeignTools"
"40235","433","Knife","","Pitt Rivers Museum, Farnham","Switzerland,Neuchatel,Lake of Neuchatel","Neuchâtel, Switzerland","46.99297929999999","6.931932500000016","","None","None","None","213","blade 26, 14; tang 7","","56.7","","Smooth dark bronze","","","","","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/17721835983","https://farm8.staticflickr.com/7797/17721835983_ec1a63b3b2_m.jpg","superuser",6.9319,46.993,"ForeignTools"
